net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_shortterm_liabilities,cash_flow_to_operating_expenses,retained_earnings_to_total_assets,ebit_to_total_assets,equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,gross_profit_plus_other_to_total_assets,gross_profit_to_shortterm_liabilities,gross_profit_plus_dep_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_to_gross_profit_dep,gross_profit_dep_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_to_sales_days,sales_growth,operating_profit_to_total_assets,net_profit_to_sales,gross_profit_3yr_to_total_assets,equity_minus_capital_to_total_assets,net_profit_dep_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,liabilities_minus_cash_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_to_cogs_days,operating_expenses_to_shortterm_liabilities,operating_expenses_to_total_liabilities,profit_on_sales_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventory_to_longterm_liabilities,constant_capital_to_total_assets,profit_on_sales_to_sales,current_assets_minus_inventory_receivables_to_shortterm_liabilities,liabilities_to_operating_profit_dep,operating_profit_to_sales,receivables_inventory_turnover_days,receivables_to_sales_days,net_profit_to_inventory,current_assets_minus_inventory_to_shortterm_liabilities,inventory_to_cogs_days,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,shortterm_liabilities_to_total_assets,shortterm_liabilities_to_cogs_days,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital,sales_minus_cogs_to_sales,current_minus_inventory_minus_stli_to_salesminusprofitminusdep,total_costs_to_total_sales,longterm_liabilities_to_equity,sales_to_inventory,sales_to_receivables,shortterm_liabilities_to_sales_days,sales_to_shortterm_liabilities,sales_to_fixed_assets,bankrupt
-0.11392,0.52078,0.11373,1.2891,34.97,-0.062759,-0.12717,0.9202,2.5716,0.47922,-0.10038,-0.32325,0.033415,-0.12717,2212.1,0.165,1.9202,-0.12717,-0.049451,20.158,0.81582,-0.10063,-0.0443,0.015062,0.37267,0.19044,-3.7564,0.23076,4.2626,0.19439,-0.040086,53.14,6.8864,5.2021,-0.13056,2.5716,8.1715,0.5239,-0.050768,0.063466,0.15434,-0.03913,68.437,48.279,-0.80213,0.92808,19.135,-0.31373,-0.122,0.97381,0.39341,0.14521,0.97232,1.063,2081.9,-0.050768,-0.23772,1.0639,0.093238,18.107,7.5603,55.838,6.5368,5.2177,0
0.26337,0.1878,0.22462,2.2522,41.396,0.78065,0.32817,4.2576,1.2677,0.79958,0.32817,1.8295,0.29208,0.32817,151.63,2.4072,5.3247,0.32817,0.21203,21.461,0.95298,0.32669,0.17016,0.96922,0.79958,2.0621,2.6758,0.37688,5.0411,0.03616,0.21203,53.629,6.8061,1.7395,0.32669,1.5562,37.173,0.808,0.21107,0.77659,0.013703,0.21107,62.422,40.96,2.894,1.7449,27.207,0.20279,0.13102,2.1512,0.17938,0.14693,1.3416,1.3557,24690.0,0.21119,0.32938,0.78881,0.010531,17.007,8.911,42.303,8.6283,2.5969,0
0.016699,0.498,-0.040422,0.76868,2619.2,0.0,0.016699,1.008,1.2593,0.502,0.028292,0.095563,0.066389,0.016699,2174.1,0.16789,2.008,0.016699,0.01326,8.8939,0.89363,0.027373,0.01326,0.076821,0.062676,0.16789,2.3611,-0.046694,4.2723,0.39196,0.021877,52.636,7.1605,2.5126,0.047581,1.2593,0.32214,0.82372,0.037783,0.064087,0.17607,0.021736,35.686,26.792,0.54419,0.59308,8.9513,-0.039535,-0.031393,0.26973,0.17475,0.13966,0.57989,0.95153,-756.77,0.037783,0.033265,1.0028,0.64087,41.039,13.624,50.647,7.2067,1.4548,0
0.065854,0.49198,0.20683,1.4859,3.4451,0.22716,0.09142,0.97391,1.0502,0.47914,0.09142,0.21478,0.05644,0.09142,1407.8,0.25927,2.0326,0.09142,0.040452,28.874,1.0359,0.081067,0.029139,0.31369,0.47914,0.2073,0.3767,0.5628,4.1831,0.19661,0.040452,72.194,5.0558,0.16478,0.081067,2.3115,6.8407,0.54547,0.035871,0.13026,0.13801,0.035871,93.195,64.322,0.36836,1.0659,30.322,0.044934,0.019882,1.2856,0.42565,0.19779,1.3037,1.4842,3153.2,0.047768,0.13744,0.95223,0.13842,12.641,5.6746,68.745,5.3094,6.1494,0
-0.06722,0.78991,-0.099625,0.66334,-58.512,-0.096452,-0.071728,0.24059,1.0053,0.19005,-0.071728,-0.24239,0.022115,-0.071728,14293.0,0.025537,1.266,-0.071728,-0.078637,12.67,1.1078,-0.013264,-0.073695,-0.097519,0.19005,0.031244,-0.14619,-0.12396,5.2297,0.85909,-0.078637,119.05,3.066,-0.016791,-0.013264,0.92464,0.33328,0.68403,-0.014541,0.025475,0.33025,-0.014541,75.534,62.864,-2.123,0.55635,12.738,-0.10516,-0.11529,0.24851,0.29592,0.32616,0.23646,0.85111,-16908.0,0.0053132,-0.3537,0.99469,2.5993,28.808,5.8062,118.42,3.0823,1.1349,0
-0.86711,3.1553,-0.11222,0.70299,116.63,-1.5413,-0.86711,-0.68307,1.685,-2.1553,-0.69938,-2.2949,-0.4601,-0.86711,-1485.5,-0.2457,0.31693,-0.86711,-0.51461,32.264,1.5974,-0.6997,-0.51461,-1.7838,-2.4084,-0.2457,-4.1716,-0.15281,3.638,1.8617,-0.42509,58.273,6.3119,0.75585,-0.68169,1.685,0.04201,0.62216,-0.40457,0.16413,-0.17303,-0.41526,44.105,11.842,-5.8218,0.3088,22.795,-0.79155,-0.46977,0.084183,0.37784,0.15843,-2.9348,0.84719,-487.67,-0.40457,0.40232,1.5149,-1.2887,11.313,30.824,81.849,4.4595,2.2944,0
0.056534,0.82204,-0.48611,0.11679,-13649.0,0.0,0.076932,0.21648,2.104,0.17796,0.12113,0.13978,0.071921,0.076932,1982.8,0.18408,1.2165,0.076932,0.036564,3.6206,1.105,0.12112,0.02687,0.11186,0.16575,0.15927,2.7402,-0.5195,3.9135,0.38843,0.056109,101.41,3.6198,2.4236,0.123,2.104,0.1598,0.44961,0.058461,0.039225,0.14015,0.057566,7.4063,3.7857,0.058461,0.078874,3.8236,0.046731,0.02221,0.078198,0.55039,0.27626,0.19018,0.4805,-3983.0,0.058461,0.31768,0.9679,1.5265,100.81,96.415,95.48,3.8228,2.2486,0
0.12707,0.52119,-0.061644,0.72601,-30.741,0.29655,0.15605,0.90232,1.1206,0.47029,0.15605,0.69361,0.17856,0.15605,973.81,0.37482,1.9187,0.15605,0.14264,4.7055,1.2187,0.17355,0.11615,0.37077,0.47029,0.31921,1.7776,-0.073679,4.4349,0.44533,0.14264,84.112,4.3395,0.33299,0.17355,1.1563,0.50384,0.76649,0.15863,0.16995,0.080503,0.15863,41.738,37.032,9.0093,0.66332,5.273,0.13425,0.12271,0.3134,0.22499,0.23044,0.5621,0.91614,-1678.1,0.10762,0.2702,0.89238,0.62984,77.569,9.8562,75.06,4.8628,1.3077,0
0.44149,0.35935,-0.16246,0.44096,-229.9,0.0,0.44149,1.7828,4.3739,0.64065,0.45121,1.5192,0.13473,0.44149,222.58,1.6399,2.7828,0.44149,0.10094,1.7016,1.1723,0.45121,0.10094,1.1459,0.16228,1.6399,46.4,-0.18633,3.4459,0.079576,0.10316,26.891,13.616,11.011,0.42947,4.3739,5.6542,0.65971,0.098189,0.082282,0.019997,0.10316,8.698,6.9964,21.651,0.37079,1.881,0.30341,0.069368,0.3566,0.2906,0.073442,0.73481,0.75667,-453.52,0.098189,0.68912,0.90687,0.029746,214.5,52.17,24.25,15.051,5.0168,0
-0.11623,0.71282,-0.22303,0.37825,436.44,0.0,-0.11623,0.40288,0.74822,0.28718,-0.076248,-0.32402,0.0026561,-0.11623,130920.0,0.002788,1.4029,-0.11623,-0.15535,6.2127,0.53309,-0.076763,-0.15535,0.087933,-0.11623,0.002788,-1.9198,-0.25805,3.6604,0.93656,-0.1108,149.99,2.5414,1.2789,-0.12474,0.74822,0.66697,0.47152,-0.16672,0.038004,0.57313,-0.10259,59.54,53.327,-9.1267,0.34275,5.099,-0.19498,-0.2606,0.19035,0.35872,0.39348,0.33227,0.54555,-1020.4,-0.16672,-0.40474,1.2719,0.6419,58.751,6.8445,174.99,2.0858,0.86568,0
0.46735,0.39807,0.014838,1.0641,-7.4599,0.83668,0.46735,1.5121,1.3241,0.60192,0.46735,2.018,0.31282,0.46735,239.67,1.523,2.5121,0.46735,0.24115,6.8046,1.3359,0.4761,0.24115,0.83668,0.60192,1.523,3.2528,0.01969,4.2936,0.1456,0.24115,57.752,6.3202,1.196,0.4761,1.9496,1.2632,0.7684,0.24567,0.52706,0.02128,0.24567,23.423,16.618,12.935,0.90806,9.0097,0.3372,0.174,0.61905,0.23159,0.15822,0.79875,1.0197,291.73,0.24475,0.77643,0.75525,0.27659,53.64,21.964,43.617,8.3683,2.5717,0
0.49522,0.36075,0.43539,2.5465,295.29,0.0,0.49522,1.772,2.9176,0.63925,0.50429,1.759,0.16974,0.49522,265.89,1.3728,2.772,0.49522,0.16974,1.2215,1.1476,0.50429,0.16974,1.0104,0.49522,1.3728,55.581,1.538,3.2535,0.07222,0.17285,62.3,5.8652,4.5773,0.48754,2.9176,8.9271,0.71847,0.1671,0.59665,0.023845,0.17284,68.674,67.453,50.721,2.5118,2.1582,0.50429,0.17284,1.9873,0.28153,0.1705,2.2582,2.538,780.42,0.43466,0.77469,0.56907,0.12392,298.82,5.4112,35.22,10.363,10.307,0
0.1261,0.8256,-0.40261,0.24723,-3615.7,0.0,0.1261,0.21124,2.5572,0.1744,0.17058,0.23577,0.081924,0.1261,1438.4,0.25375,1.2112,0.1261,0.049311,4.5155,1.1023,0.17023,0.049311,0.25954,0.1261,0.25375,3.8274,-0.46396,3.7727,0.31129,0.065753,80.741,4.5223,2.9297,0.1394,2.5572,0.35121,0.46082,0.054513,0.062083,0.1085,0.066569,14.134,9.6186,3.986,0.18808,4.774,0.086834,0.033956,0.16016,0.53484,0.22112,0.20097,0.53104,-2385.5,0.054513,0.72305,0.96323,1.6423,80.834,37.947,76.339,4.7813,2.9469,0
0.22096,0.25793,0.0066581,1.0305,-148.22,-0.15609,0.22096,2.877,3.4812,0.74207,0.22352,1.0117,0.089383,0.22096,302.56,1.2064,3.877,0.22096,0.063471,4.0992,1.1436,0.22349,0.063471,0.11101,0.064867,1.2064,87.317,0.0085916,3.2518,0.047726,0.064206,24.343,14.999,12.7,0.2067,3.4812,4.7028,0.78161,0.059375,0.52042,0.027408,0.064198,11.679,7.5803,5.6515,0.85146,4.3565,0.13328,0.038286,0.87252,0.21839,0.066671,0.95757,1.0086,11.888,0.059375,0.29776,0.94169,0.053285,89.041,48.151,22.898,15.94,4.4922,0
0.74231,0.20383,0.093521,1.5565,33.027,0.0,0.74231,3.906,3.0882,0.79617,0.747,4.4173,0.29153,0.74231,82.639,4.4168,4.906,0.74231,0.24037,3.6146,1.0662,0.74384,0.24037,2.0056,0.46953,4.4168,158.7,0.12665,3.3116,0.033719,0.24189,25.677,14.216,11.72,0.69938,3.0882,6.4548,0.83195,0.22647,0.64875,0.0075341,0.24087,18.03,14.415,24.272,1.3745,4.6725,0.58586,0.18971,1.2833,0.16805,0.070343,1.0782,1.1266,191.65,0.22647,0.93235,0.7751,0.044947,100.98,25.32,19.862,18.377,4.1821,0
0.25215,0.44894,-0.11705,0.67132,-37.373,0.64291,0.25215,1.2236,1.1594,0.54933,0.25215,0.70806,0.17429,0.25215,484.94,0.75267,2.2275,0.25215,0.13006,7.8198,1.0713,0.26333,0.13006,0.64291,0.54933,0.75267,1.5747,-0.15382,4.4298,0.18149,0.13006,77.729,4.6958,0.58657,0.26333,1.9636,2.1281,0.64215,0.13582,0.28977,0.042281,0.13582,25.581,17.761,6.0706,0.55468,9.0662,0.17758,0.091596,0.53252,0.35612,0.21296,0.72191,0.8439,-3149.2,0.13747,0.45902,0.86253,0.16897,46.676,20.551,67.044,5.4442,2.5479,0
0.026437,0.82429,-0.22296,0.50541,-98.262,0.044502,0.030687,0.16839,1.0632,0.1388,0.030687,0.068073,0.11806,0.030687,1896.7,0.19244,1.2132,0.030687,0.022839,23.075,1.1381,0.085885,0.019676,0.054311,0.1388,0.18729,0.67958,-0.28875,4.9651,0.5924,0.022839,130.2,2.8035,0.10419,0.085885,1.3533,0.38259,0.51229,0.063921,0.06755,0.12674,0.063921,53.62,30.545,0.31123,0.31698,24.533,-0.042055,-0.031299,0.2764,0.4508,0.3567,0.17975,0.66344,-20574.0,0.05941,0.19047,0.94059,2.6909,15.818,11.95,122.46,2.9806,1.7401,0
-0.10599,0.71372,-0.07578,0.87551,971.51,0.0,-0.10599,0.40111,3.1961,0.28628,-0.073304,-0.17413,-0.033163,-0.10599,-2457.8,-0.14851,1.4011,-0.10599,-0.033163,8.5976,1.092,-0.077266,-0.033163,-0.094713,-0.076771,-0.14851,-2.3636,-0.16225,3.3051,0.16333,-0.022935,86.018,4.2986,3.6662,-0.057949,3.1961,4.3585,0.39128,-0.018131,0.38731,-0.30791,-0.024175,33.938,25.34,-1.4079,0.75183,10.502,-0.077266,-0.024175,0.7467,0.60872,0.23263,0.61294,0.83775,-153.0,0.19185,-0.37024,0.82892,0.36678,42.454,14.404,69.516,5.2506,6.8431,0
0.2183,0.21566,0.22855,2.8314,35.279,0.48019,0.29312,3.5476,1.1421,0.76507,0.29312,2.3487,0.14772,0.29312,213.96,1.7059,4.637,0.29312,0.11769,1.9912,1.1907,0.2946,0.087653,0.63036,0.76507,1.359,1.351,0.35343,4.082,0.0011775,0.11769,20.889,17.474,1.3661,0.2946,2.5093,3.7393,0.85593,0.11829,1.7735,0.019195,0.11829,19.349,17.358,16.068,2.7225,2.2741,0.21982,0.088264,1.6385,0.1248,0.057229,1.1831,1.3236,2760.5,0.12442,0.28533,0.87558,0.11876,183.31,21.028,18.29,19.957,3.8514,0
0.124,0.4248,-0.15678,0.52203,-29.446,0.27715,0.124,1.3259,1.042,0.56324,0.124,0.37803,0.075406,0.124,605.23,0.60308,2.3541,0.124,0.036497,10.182,1.1287,0.14251,0.036497,0.27715,0.56324,0.60308,0.43708,-0.18917,3.8528,0.11429,0.036497,36.719,9.9402,0.33547,0.14251,3.4287,0.79,0.66002,0.041946,0.12446,0.050841,0.041946,14.01,3.8286,1.3084,0.23311,10.609,0.01032,0.0030377,0.40309,0.32801,0.1006,0.67961,0.79639,-1117.2,0.040301,0.22015,0.9597,0.17184,35.849,95.334,35.24,10.358,4.0994,0
0.23474,0.33923,0.20096,2.1325,-3.6103,0.4305,0.23474,1.9479,1.1225,0.66077,0.23474,1.3229,0.15271,0.23474,370.61,0.98486,2.9479,0.23474,0.1073,36.624,1.2377,0.24147,0.1073,0.4305,0.66077,0.98486,1.2389,0.32331,4.0456,0.13726,0.1073,33.231,10.984,0.71184,0.24147,2.1975,0.9822,0.82255,0.11038,0.21936,0.032723,0.11038,56.64,20.016,1.0694,0.89546,41.109,0.14212,0.064964,1.1155,0.17745,0.091044,1.063,1.3233,2232.3,0.10911,0.35525,0.89089,0.24483,9.9663,18.235,29.605,12.329,3.5196,0
0.048879,0.68566,-0.029753,0.90345,821.05,0.0,0.065301,0.45844,2.637,0.31434,0.12094,0.21191,0.0718,0.065301,1321.8,0.27613,1.4584,0.065301,0.024764,12.114,1.0551,0.12519,0.018536,0.11862,0.3039,0.25218,2.25,-0.041232,3.714,0.25855,0.042494,44.282,8.2545,3.7098,0.096986,2.637,0.52331,0.6791,0.036779,0.039498,0.091705,0.047476,36.85,24.736,0.5585,0.61944,12.558,0.0011592,0.00043959,0.40603,0.30815,0.12115,0.43561,0.9411,-154.0,0.036779,0.1555,0.98571,1.1604,30.13,14.756,42.653,8.5574,3.6544,0
0.013493,0.31186,0.011385,1.0828,-8.9574,-0.037037,0.013493,2.2066,0.74856,0.68814,0.022865,0.09813,0.19768,0.013493,769.24,0.47449,3.2066,0.013493,0.018025,2.6367,1.2066,0.021883,0.018025,-0.023544,-0.063156,0.47449,2.3349,0.013377,3.8698,0.41166,0.030545,59.49,6.1427,2.7084,-0.095077,0.74856,1.4047,0.79029,-0.12701,0.048745,0.066481,0.029233,69.329,66.693,2.4953,1.0435,2.3368,-0.1126,-0.15042,0.47742,0.1375,0.16279,0.80852,0.92853,84.353,-0.12701,0.019608,1.1409,0.14844,138.43,5.4729,67.046,5.444,0.87951,0
0.048547,0.62698,-0.12689,0.78299,2985.8,0.0,0.060866,0.59495,7.5087,0.37302,0.081195,0.1041,0.023572,0.060866,1293.0,0.2823,1.5949,0.060866,0.008106,13.659,1.0016,0.080948,0.0064654,0.099753,0.24078,0.26265,3.982,-0.23404,3.0248,0.081214,0.010813,28.744,12.704,11.848,0.083957,7.5087,5.4366,0.40555,0.011181,0.066301,0.10605,0.010781,20.37,6.7119,0.17277,0.30244,13.807,-0.03518,-0.0046852,0.73021,0.58471,0.078715,0.68801,0.748,-134.33,0.011181,0.13014,0.99199,0.087202,26.723,54.381,28.423,12.842,13.849,0
0.66742,0.13347,0.21156,2.7409,28.346,0.97967,0.66742,6.488,1.4157,0.86596,0.66742,5.4922,0.3381,0.66742,66.922,5.4541,7.4923,0.66742,0.30998,16.037,1.386,0.66358,0.30998,0.97967,0.86596,5.4541,4.3631,0.31722,4.3074,0.057398,0.30998,29.164,12.515,4.9717,0.66358,2.1923,19.958,0.87791,0.30819,0.097571,0.0060599,0.30819,54.454,38.417,7.055,1.9624,22.703,0.60303,0.28007,2.4955,0.12152,0.079901,1.2984,1.3164,4294.2,0.29363,0.77073,0.70637,0.013799,22.76,9.501,20.6,17.718,3.2284,0
0.051319,0.80097,-0.099687,0.83045,-21.576,0.12752,0.056262,0.21993,1.0074,0.17616,0.056262,0.095694,0.029536,0.056262,2382.0,0.15323,1.2485,0.056262,0.013539,9.4535,1.3529,0.077286,0.01235,0.15526,0.17616,0.14706,0.18737,-0.1948,3.766,0.18216,0.013539,52.027,7.0156,0.09649,0.077286,4.2121,1.7867,0.3892,0.018599,0.13592,0.18318,0.018599,35.867,26.413,0.47683,0.64739,9.5239,0.010813,0.0026021,0.60957,0.58794,0.14254,0.34423,0.76052,-581.64,0.0073931,0.29132,0.99261,1.2093,38.61,13.819,51.642,7.0678,8.1201,0
0.26614,0.5583,0.049137,1.1595,-95.26,0.16946,0.26614,0.79115,4.6343,0.4417,0.28765,0.86379,0.062471,0.26614,703.88,0.51855,1.7912,0.26614,0.057428,7.7192,1.0311,0.28765,0.057428,0.75703,0.43559,0.51855,13.37,0.076446,3.5758,0.11749,0.060293,25.912,14.109,7.7864,0.29429,4.6343,1.0361,0.6919,0.063503,0.10086,0.059835,0.06207,25.689,17.97,2.7154,0.84138,8.2291,0.26428,0.057027,0.63987,0.3081,0.070874,0.68719,1.0764,185.0,0.063503,0.60253,0.94269,0.56645,47.285,20.312,24.266,15.041,7.2099,0
0.037992,0.269,0.069749,1.2904,-12.328,0.16228,0.046197,2.339,1.0082,0.62918,0.046197,0.19234,0.033426,0.046197,851.03,0.42889,3.7175,0.046197,0.013384,18.884,0.99068,0.04655,0.011007,0.1995,0.62918,0.39839,0.13598,0.10108,4.9748,0.062,0.013384,25.608,14.253,0.17305,0.04655,3.4969,4.5594,0.65799,0.013487,0.25416,0.076421,0.013487,26.32,7.4362,0.21276,0.54693,19.039,-0.022624,-0.0065548,1.1522,0.24019,0.07016,0.91177,0.95353,6581.0,0.0081549,0.060384,0.99185,0.045792,19.329,49.084,25.4,14.37,5.0018,0
0.039954,0.72641,-0.29635,0.53306,-42.308,0.055189,0.048482,0.33327,0.99736,0.24209,0.048482,0.076389,0.023686,0.048482,2404.6,0.15179,1.3766,0.048482,0.010414,18.38,1.1339,0.060379,0.0085824,0.064119,0.24209,0.14006,0.12936,-0.44787,3.8601,0.14861,0.010414,49.63,7.3545,0.08312,0.060379,4.7329,1.1324,0.33384,0.01297,0.071057,0.19549,0.01297,22.99,4.6096,0.17043,0.16369,18.332,-0.0014049,-0.00030178,0.46574,0.63467,0.13597,0.36587,0.50453,-2147.4,-0.0026464,0.16504,1.0026,0.37897,19.858,79.183,49.761,7.3351,7.0356,0
-0.13928,1.0087,0.29013,1.9495,19.156,-0.27908,-0.13847,-0.055007,0.97588,-0.055486,-0.13847,-0.45316,-0.025524,-0.13847,-5917.2,-0.061684,0.99136,-0.13847,-0.0568,21.956,1.2037,-0.076494,-0.057133,-0.27609,-0.055486,-0.06249,-0.30621,0.71759,4.2601,0.37734,-0.0568,44.646,8.1755,-0.075833,-0.076494,2.4558,0.63862,0.64767,-0.031378,0.33856,-133.84,-0.031378,73.7,51.745,-0.94981,1.4696,21.426,-0.15274,-0.062654,0.59054,0.30556,0.12232,-0.13724,1.6019,5280.8,-0.024721,2.5102,1.0247,-12.673,16.624,7.0539,45.75,7.9782,6.0296,0
0.12724,0.6893,0.016578,1.0269,-59.061,0.27327,0.12724,0.32123,1.0134,0.22143,0.12724,0.20642,0.092588,0.12724,1438.2,0.25378,1.4507,0.12724,0.067347,59.469,1.0911,0.13368,0.067347,0.27327,0.22143,0.25378,0.71701,0.04517,4.0343,0.33757,0.067347,120.67,3.0247,0.19394,0.13368,2.0222,4.4617,0.29431,0.070756,0.094608,0.12495,0.070756,111.02,51.551,0.41336,0.52751,60.263,0.085995,0.045515,0.91832,0.61642,0.33061,0.60334,0.80192,179.41,0.013178,0.57466,0.98682,0.32913,6.1377,7.0803,119.08,3.0651,5.1481,0
0.2245,0.18571,0.38665,7.198,610.9,0.0,0.2867,4.3847,2.1884,0.81429,0.30922,4.5958,0.16755,0.2867,184.87,1.9744,5.3847,0.2867,0.13101,5.9746,1.0108,0.30922,0.10258,0.51723,0.5718,1.6394,13.733,0.70176,3.3409,0.054405,0.13101,12.039,30.318,10.184,0.29711,2.1884,3.3505,0.93762,0.13576,1.0684,0.015906,0.1413,63.776,57.802,6.267,6.6238,6.9132,0.22926,0.10476,2.4179,0.062383,0.032984,1.4779,1.7018,847.74,0.13576,0.2757,0.87453,0.15145,61.092,6.3147,10.405,35.081,3.972,0
0.029013,0.21964,0.11011,1.6387,-33.98,5.7769e-05,0.036743,3.5528,1.7474,0.78036,0.044528,0.21313,0.091535,0.036743,501.23,0.72821,4.5528,0.036743,0.021027,21.356,0.84964,0.041272,0.016604,0.37812,0.63698,0.69302,5.3018,0.15346,4.4068,0.09214,0.023507,36.945,9.9156,7.7826,0.044208,1.7474,4.968,0.81664,0.025299,0.34182,0.044514,0.023619,46.7,25.344,0.28377,1.0456,21.831,-0.081931,-0.046888,1.2862,0.17239,0.10085,1.0876,1.1382,2809.4,0.025299,0.03718,0.98271,0.046497,17.091,14.402,36.01,10.136,2.4354,0
0.053265,0.13283,0.1761,2.5898,65.983,0.19069,0.066917,4.0612,1.0926,0.53947,0.066917,0.60411,0.15823,0.066917,309.02,1.1811,7.5282,0.066917,0.067488,8.753,1.1709,0.060737,0.053719,0.23925,0.53947,1.0784,0.66927,0.24694,5.0823,-0.020241,0.067488,44.552,8.1927,0.45724,0.060737,1.0086,11.924,0.56154,0.061254,1.4028,0.028976,0.061254,48.401,39.648,2.2401,2.3751,9.5636,-0.029243,-0.029492,2.1596,0.11077,0.12206,0.75649,0.78743,21284.0,0.084759,0.098735,0.91524,0.040899,41.7,9.206,40.776,8.9514,1.3904,0
0.035398,0.72935,-0.17503,0.71917,-2081.9,0.0,0.044942,0.37109,4.7851,0.27065,0.052497,0.072106,0.0093921,0.044942,5923.5,0.061619,1.3711,0.044942,0.0093921,15.334,1.1509,0.04922,0.0073977,0.065952,0.19935,0.048534,6.515,-0.31722,3.559,0.14665,0.0093941,60.644,6.0515,5.1714,0.037862,4.7851,9.6189,0.29635,0.0079124,0.047106,0.49394,0.010286,31.952,16.618,0.17609,0.39665,19.453,0.04922,0.010286,0.61458,0.62327,0.16525,0.49053,0.53711,-634.06,0.21604,0.13079,0.7898,0.094962,23.804,21.964,47.542,7.6773,8.6724,0
0.012687,0.68139,0.12174,1.1949,-31.274,0.027178,0.016605,0.46588,1.0125,0.31744,0.016605,0.026584,0.012209,0.016605,6101.6,0.05982,1.4676,0.016605,0.0049737,44.151,1.1085,0.042632,0.0038002,0.037527,0.31744,0.05407,0.12929,0.48,3.836,0.20134,0.0049737,69.143,5.2789,0.062567,0.042632,3.357,6.0359,0.37419,0.012769,0.018306,0.33542,0.012769,80.348,36.197,0.031417,0.54837,44.703,0.018477,0.0055342,1.0954,0.62464,0.18943,1.2516,1.4754,834.59,0.012358,0.039968,0.98764,0.17877,8.2672,10.084,68.289,5.3449,13.164,0
0.015601,0.11869,0.23809,3.1296,93.039,0.17763,0.019348,7.3807,1.0067,0.87604,0.019348,0.17305,0.097189,0.019348,504.35,0.7237,8.4251,0.019348,0.021891,10.414,1.077,0.0046043,0.017652,0.22324,0.87604,0.69214,0.052443,0.36623,4.1141,-0.14211,0.021891,46.48,7.8529,0.038792,0.0046043,0.90561,47.11,0.88293,0.0052095,2.2134,0.054841,0.0052095,42.299,31.885,0.61869,2.904,10.484,-0.061947,-0.070089,2.9479,0.1118,0.12734,1.3475,1.3581,3096.4,0.0066398,0.017809,0.99336,0.0078671,35.049,11.447,46.171,7.9054,1.3595,0
0.015385,0.6227,-0.001086,0.99734,764.12,0.0,0.021326,0.60591,1.6339,0.3773,0.072547,0.052246,0.074971,0.021326,1855.5,0.19672,1.6059,0.021326,0.013052,19.606,1.1081,0.052834,0.0094158,0.049344,0.18165,0.18718,1.0315,-0.0018316,3.6728,0.38026,0.031705,94.463,3.9468,2.5872,0.056703,1.6339,1.4886,0.59182,0.034704,0.024936,0.13478,0.032336,88.668,69.063,0.17529,0.78233,19.884,-0.048335,-0.029583,0.65376,0.40818,0.25337,0.63636,0.99817,-5.112,0.034704,0.040775,1.0174,0.56855,18.617,5.2851,91.185,4.0029,2.7558,0
0.13288,0.24886,0.23209,2.1441,27.404,-0.16819,0.13288,2.6683,0.84689,0.66403,0.13288,0.65503,0.12618,0.13288,434.12,0.84078,4.0184,0.13288,0.08013,15.733,1.0855,0.13811,0.08013,-0.16819,0.66403,0.84078,0.70536,0.41074,4.0484,0.1293,0.08013,37.814,9.6526,0.55499,0.13811,2.1728,7.901,0.71003,0.083288,0.25545,0.038148,0.083288,84.33,68.597,1.859,1.7918,13.324,0.061755,0.037241,1.7478,0.20285,0.1036,1.1752,1.2566,2594.3,-0.18079,0.2001,1.1808,0.069278,23.2,5.3209,44.65,8.1747,2.9347,0
0.0,0.82047,-0.088851,0.82248,784.18,0.00076353,0.00076353,0.21882,2.1898,0.17953,0.035987,0.0015255,0.034651,0.00076353,3946.8,0.09248,1.2188,0.00076353,0.00034868,5.9558,1.078,0.035987,0.0,0.13843,0.17941,0.09155,1.0217,-0.15102,3.7082,0.3036,0.016434,82.962,4.4062,2.6878,-0.012219,2.1898,2.2161,0.34916,-0.00558,0.37135,0.24616,0.016434,37.635,31.679,0.0,0.75108,5.9139,-0.039127,-0.017868,0.50172,0.5005,0.22695,0.30514,0.59346,-453.84,-0.00558,0.0,1.0232,0.94487,61.285,11.522,83.425,4.3752,3.7219,0
0.14942,0.70559,-0.032083,0.81471,-153.25,0.0,0.14942,0.41725,1.3698,0.29441,0.1569,0.86291,0.14221,0.14942,1322.1,0.27607,1.4173,0.14942,0.10908,2.9589,1.0718,0.15689,0.10908,0.20618,0.14942,0.27607,20.98,-0.037353,3.5784,0.50432,0.1091,51.468,7.1833,1.7628,0.14181,1.3698,0.2441,0.82685,0.10353,0.13062,0.11628,0.11454,31.564,28.605,13.456,0.75058,3.2586,0.11152,0.081412,0.19993,0.17315,0.13921,0.34276,0.96265,-121.53,0.10353,0.50752,0.91349,1.8085,123.36,12.76,46.139,7.9108,1.5948,0
